,T (K),U (eV),F (eV),S (eV/K)
1259,1559.0,0.058266335168127625,-0.2305864464135382,0.00018528079793411756
1260,1560.0,0.05832120955088271,-0.23077174481382065,0.00018531598511528635
1261,1561.0,0.05837606447650501,-0.23095707838376878,0.00018535113727928543
1262,1562.0,0.05843089991796546,-0.23114244708837922,0.00018538625445356505
1263,1563.0,0.058485715847979236,-0.2313278508926759,0.00018542133666558935
1264,1564.0,0.05854051223977308,-0.2315132897617104,0.0001854563839428225
1265,1565.0,0.0585952890665169,-0.23169876366056155,0.00018549139631283962
1266,1566.0,0.05865004630155113,-0.23188427255433608,0.00018552637380324366
1267,1567.0,0.058704783918329895,-0.23206981640816804,0.0001855613164415404
1268,1568.0,0.05875950189036416,-0.23225539518721916,0.0001855962242553466
1269,1569.0,0.05881420019144912,-0.23244100885667873,0.0001856310972723485
1270,1570.0,0.058868878795436785,-0.23262665738176386,0.00018566593552023225
1271,1571.0,0.058923537676179194,-0.2328123407277192,0.00018570073902662854
1272,1572.0,0.058978176807926275,-0.23299805885981711,0.0001857355078193207
1273,1573.0,0.05903279616489954,-0.23318381174335784,0.00018577024192613367
1274,1574.0,0.05908739572134891,-0.23336959934366938,0.00018580494137480918
1275,1575.0,0.05914197545166644,-0.23355542162610746,0.00018583960619306117
1276,1576.0,0.05919653533072733,-0.2337412785560555,0.00018587423640881173
1277,1577.0,0.05925107533306573,-0.23392717009892508,0.0001859088320499691
1278,1578.0,0.059305595433556846,-0.23411309622015544,0.00018594339314437214
1279,1579.0,0.05936009560724642,-0.23429905688521382,0.00018597791971994293
1280,1580.0,0.05941457582912335,-0.23448505205959533,0.00018601241180461747
1281,1581.0,0.05946903607454601,-0.23467108170882306,0.00018604686942640114
1282,1582.0,0.05952347631870225,-0.23485714579844813,0.00018608129261327155
1283,1583.0,0.059577896537234665,-0.2350432442940496,0.0001861156813932341
1284,1584.0,0.05963229670564374,-0.2352293771612346,0.0001861500357943635
1285,1585.0,0.059686676799657334,-0.23541554436563833,0.00018618435584470683
1286,1586.0,0.059741036795060154,-0.235601745872924,0.00018621864157235268
1287,1587.0,0.059795376668006384,-0.23578798164878303,0.0001862528930054591
1288,1588.0,0.0598496963945081,-0.23597425165893493,0.00018628711017217026
1289,1589.0,0.05990399595057738,-0.23616055586912738,0.0001863212931005609
1290,1590.0,0.05995827531268105,-0.23634689424513605,0.00018635544181887231
1291,1591.0,0.0600125344573712,-0.23653326675276512,0.00018638955635537358
1292,1592.0,0.06006677336105781,-0.2367196733578468,0.0001864236367382227
1293,1593.0,0.060120992000491924,-0.23690611402624157,0.00018645768299568877
1294,1594.0,0.060175190352453,-0.23709258872383818,0.00018649169515602693
1295,1595.0,0.06022936839391946,-0.23727909741655362,0.00018652567324757563
1296,1596.0,0.060283526101926554,-0.23746564007033333,0.00018655961729872883
1297,1597.0,0.06033766345365166,-0.23765221665115108,0.00018659352733770007
1298,1598.0,0.060391780426300556,-0.23783882712500873,0.00018662740339285555
1299,1599.0,0.0604458769974201,-0.2380254714579368,0.0001866612454926725
1300,1600.0,0.06049995314438661,-0.23821214961599407,0.00018669505366546157
1301,1601.0,0.06055400884486062,-0.2383988615652677,0.00018672882793970003
1302,1602.0,0.060608044076673195,-0.23858560727187347,0.00018676256834382343
